# Residuals   
# Time        	p             	Ux            	Uy            
315.7         	1.167565e-06	2.206978e-07	4.264375e-07
315.8         	1.049916e-06	2.166738e-07	4.159521e-07
315.9         	1.170178e-06	2.197148e-07	4.244556e-07
316           	1.033381e-06	2.157602e-07	4.142281e-07
316.1         	1.150776e-06	2.188190e-07	4.227151e-07
316.2         	1.035509e-06	2.148264e-07	4.122979e-07
316.3         	1.150949e-06	2.178458e-07	4.207514e-07
316.4         	1.019936e-06	2.139160e-07	4.105819e-07
316.5         	1.133301e-06	2.169565e-07	4.190176e-07
316.6         	1.021492e-06	2.129930e-07	4.086666e-07
316.7         	1.132762e-06	2.159926e-07	4.170724e-07
316.8         	1.167547e-06	2.168461e-07	4.135246e-07
316.9         	1.172607e-06	2.105177e-07	4.049141e-07
317           	1.397014e-06	2.131532e-07	4.137771e-07
317.1         	1.078517e-06	2.106247e-07	4.050126e-07
317.2         	1.246530e-06	2.139021e-07	4.126996e-07
317.3         	1.074813e-06	2.102134e-07	4.024493e-07
317.4         	1.212283e-06	2.129364e-07	4.104055e-07
317.5         	1.038052e-06	2.089544e-07	4.008893e-07
317.6         	1.176603e-06	2.118105e-07	4.088460e-07
317.7         	1.026963e-06	2.080716e-07	3.989704e-07
317.8         	1.162363e-06	2.109501e-07	4.069950e-07
317.9         	1.005625e-06	2.072108e-07	3.972441e-07
318           	1.128655e-06	2.101064e-07	4.052791e-07
318.1         	1.177450e-06	2.108720e-07	4.018041e-07
318.2         	1.157308e-06	2.047804e-07	3.934936e-07
318.3         	1.388711e-06	2.073202e-07	4.020394e-07
318.4         	1.072127e-06	2.048278e-07	3.933757e-07
318.5         	1.255503e-06	2.079753e-07	4.008389e-07
318.6         	1.053471e-06	2.044650e-07	3.911664e-07
318.7         	1.195960e-06	2.071408e-07	3.988185e-07
318.8         	1.031103e-06	2.032519e-07	3.894012e-07
318.9         	1.172956e-06	2.059455e-07	3.971087e-07
319           	1.002561e-06	2.023651e-07	3.877708e-07
319.1         	1.144717e-06	2.051987e-07	3.955030e-07
319.2         	9.978456e-07	2.015623e-07	3.858639e-07
319.3         	1.202903e-06	2.004749e-07	3.896203e-07
319.4         	1.315017e-06	2.050438e-07	3.941362e-07
319.5         	1.067836e-06	2.019425e-07	3.832204e-07
319.6         	1.145806e-06	2.038775e-07	3.905099e-07
319.7         	1.021599e-06	1.990538e-07	3.820647e-07
319.8         	1.200626e-06	2.015861e-07	3.893829e-07
319.9         	1.012267e-06	1.984143e-07	3.801429e-07
320           	1.183554e-06	2.013239e-07	3.877174e-07
320.1         	9.993987e-07	1.978529e-07	3.783413e-07
320.2         	1.215135e-06	1.968452e-07	3.819854e-07
320.3         	1.341357e-06	2.011078e-07	3.863914e-07
320.4         	1.058538e-06	1.981511e-07	3.758174e-07
320.5         	1.152025e-06	2.000413e-07	3.827558e-07
320.6         	1.024490e-06	1.953652e-07	3.745177e-07
320.7         	1.213153e-06	1.977207e-07	3.815923e-07
320.8         	9.972770e-07	1.946847e-07	3.728799e-07
320.9         	1.246800e-06	1.938906e-07	3.760278e-07
321           	1.383618e-06	1.981750e-07	3.805757e-07
321.1         	1.066050e-06	1.954393e-07	3.701138e-07
321.2         	1.161583e-06	1.971939e-07	3.767285e-07
321.3         	1.028407e-06	1.924956e-07	3.689430e-07
321.4         	1.231785e-06	1.947458e-07	3.757291e-07
321.5         	1.000792e-06	1.917981e-07	3.673000e-07
321.6         	1.194404e-06	1.945554e-07	3.742521e-07
321.7         	9.929229e-07	1.913919e-07	3.653581e-07
321.8         	1.219844e-06	1.903649e-07	3.686645e-07
321.9         	1.359677e-06	1.941788e-07	3.729304e-07
322           	1.041629e-06	1.916560e-07	3.630716e-07
322.1         	1.154640e-06	1.933714e-07	3.694211e-07
322.2         	1.005991e-06	1.888915e-07	3.617705e-07
322.3         	1.206858e-06	1.910738e-07	3.683219e-07
322.4         	9.839853e-07	1.882506e-07	3.600752e-07
322.5         	1.473838e-06	1.881649e-07	3.596469e-07
322.6         	7.691612e-07	1.891786e-07	3.641719e-07
322.7         	1.040212e-06	1.891012e-07	3.637359e-07
322.8         	1.266162e-06	1.917514e-07	3.623748e-07
322.9         	1.068918e-06	1.870673e-07	3.563293e-07
323           	1.211975e-06	1.884823e-07	3.622302e-07
323.1         	1.015366e-06	1.850146e-07	3.551384e-07
323.2         	1.263500e-06	1.875773e-07	3.613496e-07
323.3         	9.991121e-07	1.849241e-07	3.529257e-07
323.4         	1.255954e-06	1.841000e-07	3.559106e-07
323.5         	1.403103e-06	1.875576e-07	3.600224e-07
323.6         	1.016440e-06	1.854681e-07	3.507698e-07
323.7         	1.131548e-06	1.869625e-07	3.563856e-07
323.8         	9.940254e-07	1.826320e-07	3.493672e-07
323.9         	1.274005e-06	1.815250e-07	3.519934e-07
324           	1.445377e-06	1.849519e-07	3.560947e-07
324.1         	1.006706e-06	1.835977e-07	3.471480e-07
324.2         	1.148995e-06	1.852121e-07	3.524223e-07
324.3         	9.917569e-07	1.808835e-07	3.453969e-07
324.4         	1.293757e-06	1.796686e-07	3.483284e-07
324.5         	1.468982e-06	1.830404e-07	3.520168e-07
324.6         	1.027433e-06	1.815318e-07	3.431323e-07
324.7         	1.180676e-06	1.831899e-07	3.486493e-07
324.8         	9.956533e-07	1.790332e-07	3.417551e-07
324.9         	1.284687e-06	1.778980e-07	3.443846e-07
325           	1.457446e-06	1.810103e-07	3.481893e-07
325.1         	9.999264e-07	1.796464e-07	3.396145e-07
325.2         	1.267835e-06	1.781993e-07	3.417622e-07
325.3         	1.433797e-06	1.802339e-07	3.453380e-07
325.4         	1.010564e-06	1.781171e-07	3.375876e-07
325.5         	1.202326e-06	1.796175e-07	3.424813e-07
325.6         	9.796867e-07	1.759577e-07	3.357606e-07
325.7         	1.284355e-06	1.749264e-07	3.383836e-07
325.8         	1.464200e-06	1.781177e-07	3.420503e-07
325.9         	9.977090e-07	1.767069e-07	3.334815e-07
326           	1.266083e-06	1.752485e-07	3.359720e-07
326.1         	1.439401e-06	1.772067e-07	3.392294e-07
326.2         	1.004964e-06	1.750741e-07	3.315974e-07
326.3         	1.197981e-06	1.765372e-07	3.365740e-07
326.4         	9.675694e-07	1.730433e-07	3.300371e-07
326.5         	1.261821e-06	1.720798e-07	3.323108e-07
326.6         	1.429671e-06	1.750898e-07	3.361477e-07
326.7         	9.728066e-07	1.737140e-07	3.277901e-07
326.8         	1.235273e-06	1.722723e-07	3.299160e-07
326.9         	1.395923e-06	1.742214e-07	3.333665e-07
327           	9.807812e-07	1.721348e-07	3.258456e-07
327.1         	1.270913e-06	1.707937e-07	3.278740e-07
327.2         	1.448344e-06	1.728940e-07	3.313330e-07
327.3         	9.873351e-07	1.711839e-07	3.237787e-07
327.4         	1.282954e-06	1.698951e-07	3.256982e-07
327.5         	1.457551e-06	1.719047e-07	3.291065e-07
327.6         	9.950715e-07	1.700623e-07	3.216577e-07
327.7         	1.295151e-06	1.687676e-07	3.235999e-07
327.8         	1.473987e-06	1.707448e-07	3.269546e-07
327.9         	9.964664e-07	1.689884e-07	3.196019e-07
328           	1.300568e-06	1.677204e-07	3.214567e-07
328.1         	1.480565e-06	1.696420e-07	3.248013e-07
328.2         	9.942129e-07	1.679318e-07	3.175551e-07
328.3         	1.301083e-06	1.666632e-07	3.193167e-07
328.4         	1.483017e-06	1.685397e-07	3.226543e-07
328.5         	9.915202e-07	1.668743e-07	3.155001e-07
328.6         	1.299667e-06	1.656228e-07	3.172027e-07
328.7         	1.482687e-06	1.674724e-07	3.205327e-07
328.8         	9.917524e-07	1.658273e-07	3.134350e-07
328.9         	1.301254e-06	1.645937e-07	3.151285e-07
329           	1.484493e-06	1.664224e-07	3.184293e-07
329.1         	9.935985e-07	1.647842e-07	3.113738e-07
329.2         	1.305778e-06	1.635662e-07	3.130840e-07
329.3         	1.491444e-06	1.653757e-07	3.163434e-07
329.4         	9.948823e-07	1.637491e-07	3.093338e-07
329.5         	1.310937e-06	1.625442e-07	3.110475e-07
329.6         	1.498658e-06	1.643236e-07	3.142693e-07
329.7         	9.971861e-07	1.627271e-07	3.073260e-07
329.8         	1.317528e-06	1.615356e-07	3.090021e-07
329.9         	1.507039e-06	1.632694e-07	3.121919e-07
330           	9.998723e-07	1.617153e-07	3.053417e-07
330.1         	1.322171e-06	1.605385e-07	3.069634e-07
330.2         	1.514206e-06	1.622235e-07	3.101192e-07
330.3         	1.001355e-06	1.607090e-07	3.033683e-07
330.4         	1.226688e-06	1.619883e-07	3.073837e-07
330.5         	9.583915e-07	1.588253e-07	3.015782e-07
330.6         	1.274986e-06	1.578277e-07	3.039320e-07
330.7         	1.470767e-06	1.603175e-07	3.070100e-07
330.8         	9.620914e-07	1.593419e-07	2.997158e-07
330.9         	1.250508e-06	1.581460e-07	3.016397e-07
331           	1.427780e-06	1.596783e-07	3.045015e-07
331.1         	9.685857e-07	1.579251e-07	2.979543e-07
331.2         	1.279011e-06	1.567382e-07	2.997597e-07
331.3         	1.473996e-06	1.583749e-07	3.026030e-07
331.4         	9.725063e-07	1.570666e-07	2.960986e-07
331.5         	1.288281e-06	1.559705e-07	2.977300e-07
331.6         	1.480445e-06	1.575261e-07	3.005635e-07
331.7         	9.774015e-07	1.560801e-07	2.941684e-07
331.8         	1.300919e-06	1.549548e-07	2.958298e-07
331.9         	1.495304e-06	1.564810e-07	2.986067e-07
332           	9.813137e-07	1.550735e-07	2.922675e-07
332.1         	1.307800e-06	1.539854e-07	2.939216e-07
332.2         	1.502368e-06	1.554974e-07	2.966751e-07
332.3         	9.815939e-07	1.541051e-07	2.904014e-07
332.4         	1.309099e-06	1.530251e-07	2.920126e-07
332.5         	1.502741e-06	1.544872e-07	2.947399e-07
332.6         	9.780757e-07	1.531277e-07	2.885643e-07
332.7         	1.303554e-06	1.520648e-07	2.900933e-07
332.8         	1.496365e-06	1.534903e-07	2.928083e-07
332.9         	9.728459e-07	1.521642e-07	2.867246e-07
333           	1.295809e-06	1.511163e-07	2.881883e-07
333.1         	1.486444e-06	1.525186e-07	2.908955e-07
333.2         	9.640197e-07	1.512081e-07	2.848712e-07
333.3         	1.285597e-06	1.501708e-07	2.863013e-07
333.4         	1.474056e-06	1.515650e-07	2.890054e-07
333.5         	9.544916e-07	1.502546e-07	2.830081e-07
333.6         	1.274099e-06	1.492273e-07	2.844365e-07
333.7         	1.460275e-06	1.506231e-07	2.871374e-07
333.8         	9.452660e-07	1.493047e-07	2.811459e-07
333.9         	1.261331e-06	1.482828e-07	2.825894e-07
334           	1.444831e-06	1.496828e-07	2.852827e-07
334.1         	9.364308e-07	1.483607e-07	2.792969e-07
334.2         	1.248345e-06	1.473421e-07	2.807459e-07
334.3         	1.427713e-06	1.487416e-07	2.834340e-07
334.4         	9.275628e-07	1.474247e-07	2.774676e-07
334.5         	1.232843e-06	1.464103e-07	2.789068e-07
334.6         	1.408778e-06	1.478051e-07	2.815859e-07
334.7         	9.173379e-07	1.464984e-07	2.756496e-07
334.8         	1.217744e-06	1.454866e-07	2.770706e-07
334.9         	1.390681e-06	1.468790e-07	2.797463e-07
335           	9.062299e-07	1.455761e-07	2.738320e-07
335.1         	1.299046e-06	1.454901e-07	2.734432e-07
335.2         	6.589659e-07	1.443098e-07	2.749360e-07
335.3         	8.441810e-07	1.442404e-07	2.745781e-07
335.4         	1.031505e-06	1.441801e-07	2.742392e-07
335.5         	1.382943e-06	1.462595e-07	2.750937e-07
335.6         	9.818138e-07	1.439395e-07	2.700647e-07
335.7         	1.289001e-06	1.424725e-07	2.721354e-07
335.8         	1.489790e-06	1.435685e-07	2.743485e-07
335.9         	9.510734e-07	1.426734e-07	2.687464e-07
336           	1.270560e-06	1.418422e-07	2.701171e-07
336.1         	1.441892e-06	1.432512e-07	2.724793e-07
336.2         	9.141911e-07	1.421488e-07	2.669235e-07
336.3         	1.210162e-06	1.411022e-07	2.682181e-07
336.4         	1.373927e-06	1.422143e-07	2.705885e-07
336.5         	8.854477e-07	1.409666e-07	2.652207e-07
336.6         	1.268907e-06	1.408782e-07	2.648277e-07
336.7         	6.432880e-07	1.397658e-07	2.660108e-07
336.8         	8.260712e-07	1.396942e-07	2.656561e-07
336.9         	1.003558e-06	1.396333e-07	2.653221e-07
337           	1.376958e-06	1.416483e-07	2.665315e-07
337.1         	9.619395e-07	1.396856e-07	2.613620e-07
337.2         	1.255394e-06	1.383224e-07	2.631591e-07
337.3         	1.427575e-06	1.391793e-07	2.654248e-07
337.4         	9.224395e-07	1.382299e-07	2.602258e-07
337.5         	1.308489e-06	1.381353e-07	2.598312e-07
337.6         	6.894069e-07	1.374871e-07	2.608371e-07
337.7         	8.772046e-07	1.374109e-07	2.604848e-07
337.8         	1.052472e-06	1.373469e-07	2.601590e-07
337.9         	1.490491e-06	1.390076e-07	2.615889e-07
338           	1.020985e-06	1.368329e-07	2.565100e-07
338.1         	1.192079e-06	1.373915e-07	2.597744e-07
338.2         	9.010635e-07	1.346590e-07	2.556659e-07
338.3         	1.306077e-06	1.345666e-07	2.552841e-07
338.4         	7.146999e-07	1.349773e-07	2.569426e-07
338.5         	9.352522e-07	1.349018e-07	2.565872e-07
338.6         	1.154035e-06	1.348400e-07	2.562609e-07
338.7         	1.499420e-06	1.368824e-07	2.564347e-07
338.8         	1.004984e-06	1.351341e-07	2.519927e-07
338.9         	1.172683e-06	1.355039e-07	2.550764e-07
339           	8.666362e-07	1.325940e-07	2.514109e-07
339.1         	1.257868e-06	1.325052e-07	2.510328e-07
339.2         	1.837459e-06	1.339976e-07	2.559236e-07
339.3         	1.043519e-06	1.331056e-07	2.503692e-07
339.4         	1.262971e-06	1.339822e-07	2.528793e-07
339.5         	8.953420e-07	1.318594e-07	2.484173e-07
339.6         	1.296709e-06	1.317686e-07	2.480366e-07
339.7         	6.833184e-07	1.312750e-07	2.498784e-07
339.8         	8.916589e-07	1.312026e-07	2.495320e-07
339.9         	1.096750e-06	1.311427e-07	2.492125e-07
340           	1.462253e-06	1.330682e-07	2.494761e-07
340.1         	9.884620e-07	1.313994e-07	2.451644e-07
340.2         	1.294971e-06	1.300652e-07	2.469872e-07
340.3         	1.473169e-06	1.306870e-07	2.489574e-07
340.4         	9.317539e-07	1.297057e-07	2.442766e-07
340.5         	1.254285e-06	1.290099e-07	2.452586e-07
340.6         	1.428461e-06	1.301592e-07	2.473316e-07
340.7         	8.919629e-07	1.293909e-07	2.424854e-07
340.8         	1.276738e-06	1.293023e-07	2.421068e-07
340.9         	6.420683e-07	1.280782e-07	2.430346e-07
341           	8.210411e-07	1.280073e-07	2.426979e-07
341.1         	9.874931e-07	1.279474e-07	2.423862e-07
341.2         	1.329335e-06	1.278481e-07	2.417776e-07
341.3         	1.366491e-06	1.287555e-07	2.432617e-07
341.4         	8.780050e-07	1.277386e-07	2.389085e-07
341.5         	1.158344e-06	1.267254e-07	2.399189e-07
341.6         	1.317899e-06	1.274837e-07	2.419131e-07
341.7         	8.577591e-07	1.264247e-07	2.373416e-07
341.8         	1.217911e-06	1.263380e-07	2.369765e-07
341.9         	1.727751e-06	1.273665e-07	2.412777e-07
342           	1.043916e-06	1.255535e-07	2.362578e-07
342.1         	1.299942e-06	1.261806e-07	2.387673e-07
342.2         	9.031331e-07	1.243016e-07	2.347562e-07
342.3         	1.290989e-06	1.242118e-07	2.343863e-07
342.4         	6.921242e-07	1.241032e-07	2.359200e-07
342.5         	8.864972e-07	1.240297e-07	2.355868e-07
342.6         	1.074753e-06	1.239688e-07	2.352817e-07
342.7         	1.483241e-06	1.257939e-07	2.357283e-07
342.8         	9.898029e-07	1.243043e-07	2.314727e-07
342.9         	1.308464e-06	1.231098e-07	2.331087e-07
343           	1.472865e-06	1.235379e-07	2.349566e-07
343.1         	9.294006e-07	1.225916e-07	2.308128e-07
343.2         	1.256698e-06	1.220430e-07	2.316035e-07
343.3         	1.434633e-06	1.229974e-07	2.334983e-07
343.4         	8.881286e-07	1.223706e-07	2.291106e-07
343.5         	1.262092e-06	1.222816e-07	2.287575e-07
343.6         	6.381430e-07	1.212195e-07	2.294362e-07
343.7         	8.114744e-07	1.211507e-07	2.291198e-07
343.8         	9.694945e-07	1.210930e-07	2.288304e-07
343.9         	1.330829e-06	1.209637e-07	2.285521e-07
344           	1.384926e-06	1.216666e-07	2.298918e-07
344.1         	8.830545e-07	1.206682e-07	2.258026e-07
344.2         	1.187185e-06	1.197519e-07	2.267904e-07
344.3         	1.360396e-06	1.204779e-07	2.285677e-07
344.4         	8.654059e-07	1.195592e-07	2.243180e-07
344.5         	1.230188e-06	1.194713e-07	2.239770e-07
344.6         	6.373669e-07	1.186426e-07	2.249047e-07
344.7         	8.152367e-07	1.185736e-07	2.245946e-07
344.8         	9.771781e-07	1.185153e-07	2.243092e-07
344.9         	1.316086e-06	1.184887e-07	2.236541e-07
345           	1.360771e-06	1.192293e-07	2.249566e-07
345.1         	8.636228e-07	1.183062e-07	2.211757e-07
345.2         	1.256462e-06	1.182154e-07	2.208333e-07
345.3         	6.367978e-07	1.167624e-07	2.214912e-07
345.4         	8.378346e-07	1.166903e-07	2.211825e-07
345.5         	1.016352e-06	1.166304e-07	2.208995e-07
345.6         	1.517084e-06	1.181141e-07	2.227132e-07
345.7         	9.804026e-07	1.168644e-07	2.182874e-07
345.8         	1.312167e-06	1.158855e-07	2.195899e-07
345.9         	1.492013e-06	1.163753e-07	2.212136e-07
346           	9.305468e-07	1.155525e-07	2.172280e-07
346.1         	1.265577e-06	1.149981e-07	2.180767e-07
346.2         	1.443318e-06	1.157878e-07	2.198104e-07
346.3         	8.887150e-07	1.151260e-07	2.158080e-07
346.4         	1.261511e-06	1.150385e-07	2.154790e-07
346.5         	6.305035e-07	1.140583e-07	2.160201e-07
346.6         	8.016167e-07	1.139898e-07	2.157262e-07
346.7         	9.558439e-07	1.139326e-07	2.154558e-07
346.8         	1.318856e-06	1.138621e-07	2.153757e-07
346.9         	1.371556e-06	1.144615e-07	2.164889e-07
347           	8.617419e-07	1.136898e-07	2.126847e-07
347.1         	1.238542e-06	1.136024e-07	2.123641e-07
347.2         	6.298288e-07	1.124414e-07	2.128900e-07
347.3         	8.226673e-07	1.123714e-07	2.125965e-07
347.4         	9.914992e-07	1.123135e-07	2.123285e-07
347.5         	1.353087e-06	1.123258e-07	2.123273e-07
347.6         	1.415065e-06	1.130278e-07	2.135377e-07
347.7         	8.915705e-07	1.120889e-07	2.096076e-07
347.8         	1.199717e-06	1.111690e-07	2.106204e-07
347.9         	1.368017e-06	1.117556e-07	2.121330e-07
348           	8.566054e-07	1.108904e-07	2.083064e-07
348.1         	1.219960e-06	1.108066e-07	2.079996e-07
348.2         	6.201746e-07	1.100601e-07	2.087713e-07
348.3         	7.955037e-07	1.099935e-07	2.084914e-07
348.4         	9.522176e-07	1.099392e-07	2.082367e-07
348.5         	1.109743e-06	1.098907e-07	2.079944e-07
348.6         	1.627016e-06	1.111589e-07	2.090597e-07
348.7         	1.010426e-06	1.098392e-07	2.051936e-07
348.8         	1.232352e-06	1.101092e-07	2.073965e-07
348.9         	8.434016e-07	1.082779e-07	2.045488e-07
349           	1.224136e-06	1.081942e-07	2.042432e-07
349.1         	1.825960e-06	1.091833e-07	2.078417e-07
349.2         	1.048400e-06	1.083717e-07	2.037869e-07
349.3         	1.328583e-06	1.089781e-07	2.056792e-07
349.4         	8.816049e-07	1.074124e-07	2.022511e-07
349.5         	1.267140e-06	1.073279e-07	2.019512e-07
349.6         	6.611925e-07	1.068507e-07	2.032709e-07
349.7         	8.583300e-07	1.067856e-07	2.029986e-07
349.8         	1.039506e-06	1.067323e-07	2.027520e-07
349.9         	1.503749e-06	1.081343e-07	2.034167e-07
350           	9.595790e-07	1.070203e-07	1.997965e-07
350.1         	1.284871e-06	1.061196e-07	2.009707e-07
350.2         	1.461221e-06	1.064395e-07	2.026179e-07
350.3         	8.938479e-07	1.056371e-07	1.991012e-07
350.4         	1.263625e-06	1.055538e-07	1.988088e-07
350.5         	6.488320e-07	1.050149e-07	1.991874e-07
350.6         	8.254749e-07	1.049499e-07	1.989352e-07
350.7         	9.748635e-07	1.048954e-07	1.987038e-07
350.8         	1.337153e-06	1.049309e-07	1.985338e-07
350.9         	1.396599e-06	1.054982e-07	1.995945e-07
351           	8.597767e-07	1.047437e-07	1.961292e-07
351.1         	1.240357e-06	1.046624e-07	1.958491e-07
351.2         	6.300638e-07	1.033476e-07	1.964763e-07
351.3         	8.253830e-07	1.032836e-07	1.962309e-07
351.4         	9.919899e-07	1.032302e-07	1.960034e-07
351.5         	1.362689e-06	1.033134e-07	1.957559e-07
351.6         	1.433683e-06	1.039657e-07	1.969033e-07
351.7         	8.790343e-07	1.032655e-07	1.934329e-07
351.8         	1.180859e-06	1.024204e-07	1.940890e-07
351.9         	1.352203e-06	1.028836e-07	1.956444e-07
352           	8.342564e-07	1.020596e-07	1.922822e-07
352.1         	1.182331e-06	1.019848e-07	1.920273e-07
352.2         	1.733529e-06	1.026691e-07	1.950172e-07
352.3         	1.022908e-06	1.013899e-07	1.913496e-07
352.4         	1.306631e-06	1.017919e-07	1.931742e-07
352.5         	8.444496e-07	1.005795e-07	1.902793e-07
352.6         	1.203992e-06	1.005062e-07	1.900308e-07
352.7         	1.806890e-06	1.013772e-07	1.932792e-07
352.8         	1.035239e-06	1.005904e-07	1.895193e-07
352.9         	1.328492e-06	1.010952e-07	1.912485e-07
353           	8.552836e-07	9.978152e-08	1.883031e-07
353.1         	1.219569e-06	9.970887e-08	1.880609e-07
353.2         	1.815397e-06	1.004451e-07	1.913844e-07
353.3         	1.050516e-06	9.939217e-08	1.876935e-07
353.4         	1.362881e-06	9.986401e-08	1.894433e-07
353.5         	8.706147e-07	9.857522e-08	1.864818e-07
353.6         	1.236298e-06	9.850506e-08	1.862465e-07
353.7         	6.455753e-07	9.811316e-08	1.874541e-07
353.8         	8.250392e-07	9.805684e-08	1.872329e-07
353.9         	9.878298e-07	9.800891e-08	1.870259e-07
354           	1.155620e-06	9.796539e-08	1.868263e-07
354.1         	1.649970e-06	9.944162e-08	1.866803e-07
354.2         	1.032496e-06	9.839258e-08	1.835139e-07
354.3         	1.281980e-06	9.854699e-08	1.856299e-07
354.4         	8.493603e-07	9.649578e-08	1.834241e-07
354.5         	1.228052e-06	9.642504e-08	1.831797e-07
354.6         	6.746637e-07	9.611564e-08	1.841125e-07
354.7         	8.955503e-07	9.605954e-08	1.838888e-07
354.8         	1.089457e-06	9.601214e-08	1.836843e-07
354.9         	1.546985e-06	9.774334e-08	1.845740e-07
355           	9.655779e-07	9.694656e-08	1.808267e-07
355.1         	1.297344e-06	9.601159e-08	1.818864e-07
355.2         	1.453756e-06	9.613944e-08	1.832621e-07
355.3         	8.977948e-07	9.511696e-08	1.803692e-07
355.4         	1.277040e-06	9.504669e-08	1.801202e-07
355.5         	6.622184e-07	9.463543e-08	1.805786e-07
355.6         	8.588197e-07	9.458153e-08	1.803640e-07
355.7         	1.023124e-06	9.453628e-08	1.801689e-07
355.8         	1.568069e-06	9.567313e-08	1.814583e-07
355.9         	9.734597e-07	9.477098e-08	1.780429e-07
356           	1.324240e-06	9.402456e-08	1.789308e-07
356.1         	1.511167e-06	9.425638e-08	1.802050e-07
356.2         	9.134103e-07	9.354078e-08	1.773303e-07
356.3         	1.262461e-06	9.302824e-08	1.777332e-07
356.4         	1.457815e-06	9.360344e-08	1.791421e-07
356.5         	8.641666e-07	9.321388e-08	1.761693e-07
356.6         	1.218030e-06	9.315108e-08	1.759347e-07
356.7         	6.119728e-07	9.243413e-08	1.763924e-07
356.8         	7.778988e-07	9.238343e-08	1.761789e-07
356.9         	9.200337e-07	9.234046e-08	1.759895e-07
357           	1.057667e-06	9.230039e-08	1.758084e-07
357.1         	1.658700e-06	9.316299e-08	1.769492e-07
357.2         	1.020730e-06	9.202087e-08	1.735185e-07
357.3         	1.276598e-06	9.221115e-08	1.752913e-07
357.4         	8.439448e-07	9.082026e-08	1.730399e-07
357.5         	1.217781e-06	9.075811e-08	1.727979e-07
357.6         	6.711206e-07	9.054574e-08	1.735528e-07
357.7         	8.795473e-07	9.049521e-08	1.733347e-07
357.8         	1.056165e-06	9.045245e-08	1.731453e-07
357.9         	1.576526e-06	9.180365e-08	1.743048e-07
358           	9.832026e-07	9.095091e-08	1.708007e-07
358.1         	1.333620e-06	9.013969e-08	1.717479e-07
358.2         	1.505792e-06	9.024427e-08	1.730216e-07
358.3         	9.182566e-07	8.940626e-08	1.702621e-07
358.4         	1.267559e-06	8.898326e-08	1.706816e-07
358.5         	1.463724e-06	8.945689e-08	1.720348e-07
358.6         	8.677004e-07	8.920181e-08	1.692270e-07
358.7         	1.218803e-06	8.914209e-08	1.690068e-07
358.8         	6.093731e-07	8.861903e-08	1.692841e-07
358.9         	7.713919e-07	8.857453e-08	1.690911e-07
359           	9.106536e-07	8.853598e-08	1.689160e-07
359.1         	1.046045e-06	8.849921e-08	1.687447e-07
359.2         	1.664983e-06	8.922232e-08	1.700282e-07
359.3         	1.018093e-06	8.803794e-08	1.668617e-07
359.4         	1.284187e-06	8.820132e-08	1.685303e-07
359.5         	8.412885e-07	8.700257e-08	1.662211e-07
359.6         	1.211805e-06	8.693994e-08	1.659866e-07
359.7         	6.664317e-07	8.678780e-08	1.666010e-07
359.8         	8.726104e-07	8.674215e-08	1.664008e-07
359.9         	1.044280e-06	8.670450e-08	1.662254e-07
360           	1.575952e-06	8.789382e-08	1.674856e-07
360.1         	9.800527e-07	8.702355e-08	1.642440e-07
360.2         	1.333328e-06	8.626923e-08	1.651773e-07
360.3         	1.513114e-06	8.638891e-08	1.662832e-07
360.4         	9.116953e-07	8.561491e-08	1.636720e-07
360.5         	1.260911e-06	8.519917e-08	1.640406e-07
360.6         	1.455662e-06	8.563147e-08	1.652527e-07
360.7         	8.538374e-07	8.536996e-08	1.626638e-07
360.8         	1.196930e-06	8.531751e-08	1.624471e-07
360.9         	5.949756e-07	8.483094e-08	1.626606e-07
361           	7.510608e-07	8.478802e-08	1.624658e-07
361.1         	8.833394e-07	8.475026e-08	1.622869e-07
361.2         	1.011430e-06	8.471440e-08	1.621162e-07
361.3         	1.618775e-06	8.539982e-08	1.634855e-07
361.4         	9.870809e-07	8.432476e-08	1.603725e-07
361.5         	1.350367e-06	8.382870e-08	1.610874e-07
361.6         	1.546189e-06	8.396192e-08	1.622564e-07
361.7         	9.187498e-07	8.361070e-08	1.596839e-07
361.8         	1.290157e-06	8.355048e-08	1.594366e-07
361.9         	6.668304e-07	8.322050e-08	1.595213e-07
362           	8.470274e-07	8.317385e-08	1.593171e-07
362.1         	9.920297e-07	8.313708e-08	1.591429e-07
362.2         	1.420222e-06	8.302316e-08	1.596810e-07
362.3         	1.516587e-06	8.318812e-08	1.603084e-07
362.4         	9.063577e-07	8.253181e-08	1.575407e-07
362.5         	1.242187e-06	8.200833e-08	1.580141e-07
362.6         	1.420859e-06	8.224748e-08	1.591366e-07
362.7         	8.479264e-07	8.178545e-08	1.566355e-07
362.8         	1.192083e-06	8.173132e-08	1.564116e-07
362.9         	5.985126e-07	8.126491e-08	1.566168e-07
363           	7.599885e-07	8.122383e-08	1.564284e-07
363.1         	8.933019e-07	8.118953e-08	1.562628e-07
363.2         	1.020473e-06	8.115548e-08	1.561023e-07
363.3         	1.630099e-06	8.192466e-08	1.574671e-07
363.4         	9.845467e-07	8.099126e-08	1.544706e-07
363.5         	1.336477e-06	8.055055e-08	1.552034e-07
363.6         	1.521190e-06	8.063561e-08	1.562617e-07
363.7         	9.000301e-07	8.020901e-08	1.538549e-07
363.8         	1.266434e-06	8.015143e-08	1.536383e-07
363.9         	6.475088e-07	7.983558e-08	1.536212e-07
364           	8.242838e-07	7.979465e-08	1.534252e-07
364.1         	9.653533e-07	7.975900e-08	1.532507e-07
